region_bld,region_gea,mat,arch,bld_age,year,parameter,value
C-EEU-LVA,EEU,perm,sfh,p5,2025,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2030,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2030,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2035,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2035,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2040,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2040,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2045,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2045,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2050,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2050,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2055,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2055,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2060,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2060,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2065,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2065,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2070,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2070,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2075,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2075,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2080,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2080,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2085,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2085,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2090,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2090,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2095,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2095,shape,2.5
C-EEU-LVA,EEU,perm,sfh,p5,2100,scale,133.51332053065252
C-EEU-LVA,EEU,perm,sfh,p5,2100,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2020,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2020,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2025,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2025,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2030,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2030,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2035,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2035,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2040,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2040,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2045,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2045,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2050,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2050,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2055,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2055,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2060,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2060,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2065,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2065,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2070,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2070,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2075,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2075,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2080,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2080,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2085,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2085,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2090,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2090,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2095,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2095,shape,2.5
C-EEU-POL,EEU,perm,mfh,p1,2100,scale,157.7884697180439
C-EEU-POL,EEU,perm,mfh,p1,2100,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2020,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2020,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2025,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2025,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2030,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2030,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2035,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2035,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2040,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2040,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2045,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2045,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2050,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2050,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2055,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2055,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2060,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2060,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2065,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2065,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2070,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2070,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2075,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2075,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2080,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2080,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2085,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2085,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2090,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2090,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2095,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2095,shape,2.5
C-EEU-POL,EEU,perm,mfh,p2,2100,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p2,2100,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2020,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2020,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2025,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2025,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2030,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2030,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2035,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2035,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2040,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2040,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2045,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2045,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2050,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2050,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2055,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2055,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2060,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2060,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2065,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2065,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2070,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2070,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2075,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2075,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2080,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2080,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2085,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2085,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2090,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2090,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2095,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2095,shape,2.5
C-EEU-POL,EEU,perm,mfh,p3,2100,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p3,2100,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2020,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2020,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2025,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2025,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2030,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2030,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2035,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2035,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2040,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2040,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2045,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2045,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2050,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2050,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2055,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2055,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2060,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2060,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2065,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2065,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2070,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2070,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2075,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2075,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2080,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2080,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2085,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2085,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2090,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2090,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2095,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2095,shape,2.5
C-EEU-POL,EEU,perm,mfh,p5,2100,scale,133.51332053065252
C-EEU-POL,EEU,perm,mfh,p5,2100,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2020,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2020,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2025,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2025,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2030,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2030,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2035,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2035,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2040,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2040,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2045,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2045,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2050,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2050,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2055,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2055,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2060,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2060,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2065,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2065,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2070,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2070,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2075,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2075,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2080,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2080,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2085,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2085,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2090,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2090,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2095,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2095,shape,2.5
C-EEU-POL,EEU,perm,sfh,p1,2100,scale,157.7884697180439
C-EEU-POL,EEU,perm,sfh,p1,2100,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2020,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2020,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2025,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2025,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2030,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2030,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2035,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2035,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2040,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2040,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2045,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2045,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2050,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2050,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2055,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2055,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2060,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2060,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2065,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2065,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2070,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2070,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2075,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2075,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2080,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2080,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2085,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2085,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2090,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2090,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2095,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2095,shape,2.5
C-EEU-POL,EEU,perm,sfh,p2,2100,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p2,2100,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2020,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2020,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2025,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2025,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2030,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2030,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2035,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2035,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2040,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2040,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2045,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2045,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2050,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2050,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2055,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2055,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2060,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2060,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2065,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2065,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2070,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2070,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2075,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2075,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2080,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2080,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2085,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2085,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2090,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2090,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2095,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2095,shape,2.5
C-EEU-POL,EEU,perm,sfh,p3,2100,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p3,2100,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2020,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2020,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2025,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2025,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2030,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2030,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2035,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2035,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2040,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2040,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2045,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2045,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2050,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2050,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2055,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2055,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2060,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2060,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2065,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2065,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2070,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2070,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2075,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2075,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2080,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2080,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2085,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2085,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2090,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2090,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2095,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2095,shape,2.5
C-EEU-POL,EEU,perm,sfh,p5,2100,scale,133.51332053065252
C-EEU-POL,EEU,perm,sfh,p5,2100,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2020,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2020,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2025,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2025,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2030,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2030,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2035,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2035,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2040,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2040,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2045,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2045,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2050,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2050,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2055,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2055,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2060,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2060,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2065,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2065,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2070,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2070,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2075,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2075,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2080,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2080,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2085,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2085,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2090,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2090,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2095,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2095,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p1,2100,scale,157.7884697180439
C-EEU-ROU,EEU,perm,mfh,p1,2100,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2020,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2020,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2025,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2025,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2030,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2030,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2035,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2035,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2040,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2040,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2045,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2045,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2050,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2050,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2055,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2055,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2060,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2060,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2065,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2065,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2070,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2070,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2075,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2075,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2080,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2080,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2085,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2085,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2090,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2090,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2095,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2095,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p2,2100,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p2,2100,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2020,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2020,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2025,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2025,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2030,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2030,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2035,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2035,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2040,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2040,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2045,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2045,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2050,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2050,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2055,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2055,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2060,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2060,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2065,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2065,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2070,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2070,shape,2.5
C-EEU-ROU,EEU,perm,mfh,p3,2075,scale,133.51332053065252
C-EEU-ROU,EEU,perm,mfh,p3,2075,shape,2.5
